Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
1915,guinness,1,"I use this with my Samsung Note II.  Previously I had iPhones, but it is very expensive to get an iPhone with enough memory for all my songs.  For a fraction of the price with my Samsung, they're all there wherever a go.",05/12/2023,268,43,5,48,38,1.3771309300130845,2.694671969453112
1916,Smile Savvy,5,"I've been using it for just over a week and so far I've had no issues...not that I was expecting any as I've used  SanDisk MicroSDHC cards before which have worked reliably. These have all been of  varying sizes under 32 GB, this being the largest  size I've ever used.  I've read complaints elsewhere from persons who've had problems with the said brand  which, fortunately, have been few.",02/18/2023,427,45,36,81,9,4.772195682799029,1.737519416141241
1917,Howard L. Gault,5,"It's inside of my Galaxy S3, and has worked great. It greatly helps expand the 16 gig internal memory, so I can store music and videos better.",09/23/2023,296,0,21,21,-21,0.932706887080102,0.7992661841837545
1918,"Vikram Rao ""Viks""",3,Excellent product at a great price. I use it with Asus Transformer Pad 700 and it works great. Speed is high enough to  ply high definition video from it.,04/11/2023,513,40,8,48,32,0.8504634917434339,3.954071822088516
1919,Thomas Beaty,4,"I had problems using the chip in the reader built into my laptop. It seemed to only want to format up to 32Gb. When I plugged it into my phone, I could format at 64 Gb but then the laptop reader saw it as empty. When I used a USB reader, then the laptop could read it just fine.I was able to copy the 4Gb of data from my old microSD to this chip and have not had any problems with it yet.",01/05/2023,570,8,42,50,-34,4.022679899310798,2.342458102190636
1920,Ken C,5,"Bought for GoPro Hero3.  Slips in, works great, keeps up with camera.  Awesome and cheap. Great for smartphones as well!",08/12/2023,387,31,28,59,3,1.25644085740111,2.272245197942147
1921,Road Warrior,4,"Started acting erratically after about a month, it's now been a little over a month and all my files are gone. Not all of them were able to be backed up. I hope I can get at least the pictures back. Glad the S4 backs up photos automatically...",01/10/2023,264,19,49,68,-30,0.47363294006813605,4.431814767021007
1922,Rafael Liriano,3,I can't believe 32gb fits in such a small space. It blows my mind. My first computer only had half a gb for a hard drive and was the size of a book. What is this sorcery!?!,04/16/2023,90,12,16,28,-4,1.1332151390580107,2.69412180222065
1923,"SirNagrom ""Computer Geek""",1,"This card had rave reviews, so I decided to get it to use it with my new GoPro Hero3 camera.  I liked that it had a high capacity and it was class 10 which would allow me to maximize the features of my camera.  As soon as it arrived I popped it in to the camera for a quick test run and after it was successful I then packed it in my luggage for a snorkeling trip.  3 days into taking awesome footage with my camera this SD card started resulting in SD card errors which made my data unrecoverable.  Fortunately I still had some time in my trip to go get a different memory card with better reliability. These memory cards appear to be hit or miss, and in my case it was a miss.  I can not recommend this card for purchase.  It appears that this company has a problem with the Quality Control process, and you can see that reviews are either overwhelmingly positive or as is my case, 1 star/negative.  It looks as though they just accept a certain amount of faulty memory cards.  Unfortunately for me, I missed the window to return this card because I was travelling, and I am stuck with a useless micro SD card.  I've had better luck with Kingston, and Transcend brands. Lexar and Samsung have also served me well in the past.  I will no longer purchase any other SanDisk products and I wouldn't recommend that you would either, but if your are swayed by the reviews, make sure you thoroughly test what you purchase before you actually need it.",07/27/2023,488,39,12,51,27,4.441867928565991,3.5494804793251165
1924,S. Andersom,2,"Works great in a Samsung Galaxy S3.  Formatted straight away, full size there.  I can't really tell the speed difference between this one and a slower card it replaced.  I guess the IO in the phone can't take advantage.",11/13/2023,587,10,16,26,-6,1.401595927270275,1.6403271381812712
1925,AR,2,"This is being used in a Mobius Action Camera 1080P HD Mini Sports Cam/dash cam daily so the opportunity for failure or problems would be readily apparent.  It has really delivered as promised.  Speed and reliability are great.  The adapter works perfectly as well.  I have several other SanDisk products including SD cards, thumb drives and an SSD and all have been terrific.So far I can highly recommend the SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card. I will post again if any issues arise.",11/24/2023,957,45,9,54,36,3.475302582085153,2.806447452349558
1926,"Amazon Customer ""Wayne Cowan""",2,"Do not buy, card failed on the third usage.  Kicker not to my favoris you only have about 2 months to return this card for a full refund.Then, it's a pro rated rated deal when you send it back to Amamzon inLexington, KY.The failed card was in a GoPro White Edition. Needless to say, a camera thatwas purchased for summer outdoor usage in November is going to sit for quite awhile before you have time to get your money back.  Card sat all winter and failedtowards the end of April.  6 months lag to get a decent, even pro rated refund.Out of all the items I bought from Amazon this is my only bad experience.64 gigs crammed on a tiny micro SD card is too much.  I'll stick with thesmaller 32 gigs until this technology is meant to last.Refund Update, once again Amazon did the right thing anbd refunded full purchase pricefor the dead 64 gig.  Amazon is where I shop for 2 reasons.  1. I live 50 miles frombig box stores and 2. they ALWAYS make things right with no muss ...no fuss.I replaced the dead card with Amazon brand Micro 32 gig SD micro card.I have purchased Amazon branded SD cards before and they work just as good as any.Not to mention the cost savings.",10/08/2023,853,47,24,71,23,1.9756961473973766,3.632073431530327
1927,Brandon G,4,Great write speed and lots of space! I bought this for my Galaxy S3 and formatted to Fat32 and it works great!,12/22/2023,261,42,17,59,25,1.310593835508755,1.4823600165736668
1928,th@t guy,2,I got these as a Deal Of The Day.  I recommend checking those out.  Super price for the 32GB capacity.,06/08/2023,488,41,48,89,-7,0.720237035763383,3.4426707434808055
1929,"Tom ""Happily Retired in LA""",1,"Item arrived in time as promised. Works well with a galaxy note 10.1. There is nothing more to say about this product as it has been reviewed so many times. It works well, not a bad price at the time of ordering ( now it has come down ). Yes, you get the same card for lesser price from other sellers but I trust amazon for their customer service issues. I prefer to pay 2 bucks more and get it from amazon rather than getting it from unfamiliar sellers.",08/21/2023,794,25,43,68,-18,4.860958642772516,2.8438158192256613
1930,spacejumper,5,"Installed in Samsung Galaxy S3.Latest Verizon stock rom supports exFAT, and you can format this your Windows PC.You can also format this NTFS and use several 3rd party apps to mount automatically. (suggest Paragon).",01/16/2023,341,39,14,53,25,2.605577721338759,2.1709658158621004
1931,"M. Birch ""Flexstyle""",4,I have always trusted SanDisk.  This card works great in the Samsung Galaxy Tab 10.1 2.  I have been using it for about a month.,04/11/2023,329,10,26,36,-16,0.5737749659508173,3.564847808233063
1932,anonomous,1,"I have this installed in my Verizon Rezound Android phone and it works perfect. Many phones advertise they support up to 32Gb of memory when in reality, they will work with 64Gb too.",09/26/2023,401,24,18,42,6,0.9940698804002313,1.5845218491223418
1933,Mark Klopf,4,"What can I say? It's memory, the price was right and it's fast. My galaxy note 10.1 doesn't complain. Neither do I.",03/15/2023,357,39,14,53,25,2.036485388585004,3.5725137335011095
1934,Larry W.,4,"I bought this for my son's tablet for cartoon videos, movies and &#34;all&#34; games he will be downloading (He's under 5 yrs so they'll be small simple games).",08/05/2023,755,24,44,68,-20,2.720852633075135,2.755570370223252
1935,Rick Thomas,4,"Lotsa space, man. Observed writing speed is between 10MB to 7MB on my dedicated USB2 card reader. I wrote mostly music on it for my Android phone. Speed only matters for faster writing.",06/19/2023,499,19,6,25,13,0.9089839911984204,1.2280192756207615
1936,blurb,3,"Seems to be authentic.  Great speed, correct capacity, and works flawlessly with my samsung phone and card readers.  Would buy again if needed for another device.",06/29/2023,834,41,42,83,-1,1.3886417888870106,3.3413773348701588
1937,J. Parnell,5,"What is there to say about a sd card. It works, and it's a class 10 card. The price was decent. I needed one for my android tablet, shopped around and this one seemed like the best choice.",04/24/2023,435,48,39,87,9,3.9185316255828315,4.423821970187121
1938,Martinez,2,"Started acting erratically after about a month, it's now been a little over a month and all my files are gone. Not all of them were able to be backed up. I hope I can get at least the pictures back. Glad the S4 backs up photos automatically...",07/06/2023,119,10,15,25,-5,2.0874079994354204,1.5500699660266548
1939,fredoh2,3,"Works well in my Galaxy Note II.  I've bought many Sandisk memory cards and never experienced a failure, even the 256MB SD card purchased for a Palm Pilot still works.",04/25/2023,47,43,23,66,20,0.007011839138611475,4.061659425116983
1940,ljesseph,5,It's really hard to write alot about a memory card.  This one is great and works as promised. The capacity is why I purchased it so I can have all my files and music on my windows phone.,02/15/2023,168,9,22,31,-13,0.2697014420322841,1.680651782034282
1941,Frank Hagan,2,I bought this memory card for my dashcam and it works perfectly.  I have no problems with it's write speed or resolution of video.  You can trust SanDisk for a quality product as I have many in use and have had no failures yet.,10/16/2023,348,48,10,58,38,2.1966422313653093,4.105606192128395
1942,"Marshal Berthier ""Marshal Berthier""",3,"I bought this for a Note 3, but I am still waiting for Verizon to ship. Meanwhile it works great with my Note 2.",11/19/2023,504,2,23,25,-21,0.3005886879241909,0.25575519373394306
1943,Brian McL,3,"This is one of the better reviewed SDHC Class 10 cards that utilized UHS. By reading the reviews you will see that it reads/writes at a better speed than many or most cards out there right now. Much depends on your phone, how your phone's OS stores information on a card and what's inside your device. For MOST of us; you probably will not notice anything different between this card and any other GOOD quality card out there. I usually pick the fastest cards on the market when the prices drop. The main problem, speed related is when you transfer large amounts of data (usually music) onto any card. If you use a standard USB 2 connection this card won't speed that process up. If you use a USB 3 or if you actually put this card into a USB 3 reader to do the transfer; then you'll see a nice boost. If your device requires a card that the product can UTILIZE and has the OS and chipset to take advantage of this FAST card; it's a no brainer. If your device is older, if you just like storing music; then you can find a cheaper good quality card. If you find this at a good price no matter what you have... BUY IT",06/24/2023,539,38,4,42,34,0.8695220590588737,0.036076569378195034
1944,James E. Gaul,1,"I use this memory card in my Galaxy S3, and though I had some issues getting it formatted correctly (this is the phone's fault) it works like a dream and have had ZERO issues.",01/15/2023,296,26,38,64,-12,3.6393822133203866,0.5663102563438399
1945,"G. Dyck ""RUEggsperienced""",3,Quickly went bad. I used it for maybe 2 weeks. Better keep your receipt. Too bad i didn't.Bad deal. period.,02/12/2023,513,34,47,81,-13,2.401919123607854,4.3697140388727
1946,offroadn,4,"This card is fast! And cheap!  I used it on my Canon S100 Camera to shoot raw format pictures and 1080 video and it worked flawlessly.  I'm currently using it on my old Mytouch phone for storage.Great product, great price.",03/28/2023,174,48,29,77,19,2.4123096658129475,2.6686092652982856
1947,Rick Farone,3,"I love SanDisk storage and got this for my tablet's MicroSD slot -- it works flawlessly and doubled my tablet's storage with no fuss. The performance has been snappy enough for my needs and I can copy things into and off of it very easily. Since ASUS tablets are known to slow down if their main storage gets too full, this is really useful for giving me a place to offload things to, like apps that I don't want to download again but want to keep on hand, media files, my ebook collection, more music, etc.",12/18/2023,395,39,15,54,24,2.9910904591570517,2.970506475426488
1948,eldiego77cp,4,I used this card to replace the hard disk in my old laptop so I can use it to stream netflix. I installed linux Ubuntu on it. The card works great. It's very fast and is very reliable. I recommend it.,01/27/2023,679,30,19,49,11,3.9425933407551583,4.21102734180462
1949,Lori Hockin,5,I just love this because i just got a new smart phone and now i am ready to do some down loading.,02/16/2023,530,20,28,48,-8,0.7929297554068548,0.25322902570817263
1950,"Piixel Pusher ""Just another pixel pusher!""",5,"I used this upgraded card in my Razr Maxx HD and have been nothing but pleased with it. I haven't even come close to filling the entire card. I got it mostly because I keep my entire music library on my phone, about 5 gigs of music. It's a class 10 card so you won't see any lag in pulling up files. Great card for the price.",06/11/2023,603,21,16,37,5,0.8652379680745276,1.9355352129256724
1951,BAGHDADI215,4,I bought this for my GoPro and so far it's worked without problems (the gopro runs out of batteries before I can fill this up).,08/05/2023,303,18,18,36,0,0.60701925112844,3.2154517972452905
1952,Ashu M,1,"memory cards best in world. The memory card completely corresponds to the description. I am happy, my smartphone is happy, my tablet is happy. amazon thanks",06/20/2023,202,13,25,38,-12,4.684146386224218,2.023400821784391
1953,DiegoCevEra,1,I bought a new phone and got this chip because it was the largest the phone would accept.  I keep a lot of pictures on it.  100% satisfied.,08/12/2023,996,36,14,50,22,2.886451118183224,0.16065100323728487
1954,perez,5,"I was given this card in October to add to my new Samsung Galaxy S3. I was thrilled I copied a ton of music onto the card and used my phone as my mobile Ipod substitute, leaving my Ipod Classic on my desktop in its speaker system cradle.Everything worked fine until a couple of weeks ago. I started getting messages that seemed to say that I had removed and inserted the memory card. Of course, I hadn't touched it. Then a few days ago the phone told me that the card contained unsupported files and that I needed to reformat it. Well, I tried reformatting. After that, nothing. Nothing at all. I pulled the memory card, reset the phone. Reinserted the card. Nothing. I tried the card in the adapter on 3 computers. It wasn't even visible.I called Sandisk tech support. It didn't take terribly long to convince them that I had a problem. But they quickly offered me two 16 gb cards as a replacement. I literally laughed at them. I got the disturbing sense that this is something that they are required to try. If so, that's a lousy business practice. After bouncing me around a few time, they agreed to send me an RMA and a shipping label. I duly sent the card off a couple of days ago. To be frank, I have no idea at all when I might receive a replacement.If I weren't already in the grips of Sandisk, I would buy another card. The fact that 10% of the comments here are negative is an indication of a real quality control problem. A 10% fail rate is simply unacceptable for a product such as this.Update: Well, I do have to give Sandisk credit for customer support. I returned the card using the supplied UPS label on a Tuesday and I received a replacement by UPS on the following Monday. That's very good service. It does, however, increase my suspicion about the offer of two 16 gb because the 32 gb cards were ""out of stock."" If they were out of stock, they sure got ""in stock"" in a big hurry. In any event, I've upped my rating to two stars.",01/12/2023,533,44,24,68,20,0.46320211477066886,3.2547182708449456
1955,Nicholas Katsaras,3,"Perfect for my GoPro. The size is enough, and the speed (class 10) is what I need to have perfect records, and perfect plays. I don't need the adapter, but it cames in hand for use when sharing the images with friends or backing up on my netbook.",02/17/2023,156,49,14,63,35,1.1032278045081405,1.957006472863994
1956,Don Strong,5,"Installed it in my Contour camera and it works just swell for taking 1080p HD video at 30FPS. Can't complain, can't say much more. Good stuff.",06/27/2023,897,22,19,41,3,3.627950249564228,0.09604500819280104
1957,ELSC,5,16GB Kingston - class 4 - micro SD (Amazon '#1 Best Seller') = 4:30 @ about 5 MB/s16GB SanDisk Ultra - class 10 - micro SD = 2:15 @ about 10MB/sResults from my informal data transfer test. Copied a large 1.3GB video file to my two micro SD cards.This SanDisk Ultra takes about half the time to transfer data. Time is money and I'm happy with the results considering the current Amazon price is about $11 vs $14 for the SanDisk Ultra.,12/09/2023,14,25,29,54,-4,0.14495839408772304,0.8525919182667929
1958,Eric Borchardt,4,"This provides plenty of storage capacity for your tablet and mobile devices - I've put this into all my cellphones and Android tablets. After twelve months of use, downloading music, videos, apps - there is plenty of room left.The class 10 version is also great for phone/tablet cameras as well for a stand alone camera (yes I still use a digital camera - so yesterday). This is a must for HD action video camera/recorder as well. The price continues to drop so it is very affordable now - unless your device can take the 64Gb version - I'd go with the higher capacity for video recording devices.",04/26/2023,20,42,20,62,22,3.6282777899348666,1.0879109141698529
1959,mikhailcharon,1,"Known brand, good packaging and working well in the phone.I wish the reviews did not require a set number of words.",03/18/2023,756,43,46,89,-3,4.557322090963635,2.5530791917731155
1960,Jerry Dexter,4,Does what it is supposed to do. Performance is good and never seems to slow down the phone. Great product so far,05/21/2023,889,39,34,73,5,0.281908828856936,0.931874505167008
1961,Scott Olsen,5,I use this in my Go Pro. Never had an issue with it recording 1080p video it doesn't skip a beat.  It's hard to beat any of the prices on sd cards on amazon this is always the first place I check.,06/25/2023,457,11,43,54,-32,0.9321022287927933,1.806636362129873
1962,Brett D,2,"These are such great tiny things and hold so much on my tablet and smartphone.  Love them so much, I just got a 32 GB one.",06/24/2023,173,0,5,5,-5,0.011893008067853095,3.753328817741164
1963,"David ""Dave""",3,It does what it is made to do. It is hard to believe so much memory can be stored in such a small chip.,10/11/2023,445,49,36,85,13,0.5451525729522694,4.038599446605299
1964,Ken L.,5,"Do yourself a favor and pay the extra money for this card.Seriously, you spend all that money on a nice phone and it's like you're only using it at 1/4 or 1/3 of it's capability.Get this memory card and enjoy your phone how it's supposed to be run.",11/22/2023,923,33,10,43,23,3.0849576033612136,3.977064903677881
1965,"Ken ""saber686""",4,Nice to see name brand things that are cheaper then in the store.  I bought this either for my phone or tablet.  You never need to worry about running out of space.  The only downside to this is if you have big fingers this thing is small and hard to manipulate for it to go in the proper way and space.,05/03/2023,122,43,22,65,21,0.22408898169567815,3.4754142520271096
1966,McDaddyTree,2,"Works like a memory card should work.  Saves stuff, deletes stuff, transfers stuff, and its just good for lots of stuff.  No problems so far.",02/23/2023,497,18,43,61,-25,2.129175377431627,2.709061573024
1967,"Cyrus C. Cha ""moss""",2,"Seems like a good value, but as yet i've not gotten to actually use mine;I bought it for a Contour+ camera without realizing that was apparently known to be incompatible. Found that out afterward on Contour's forum. The device itself will support microSD up to 64GB but there is something about Sandisk Ultras that doesn't play nicely. Unclear what, exactlySo I'm sure it's great, but you might want to check around to make sure your device will support the thing.",10/07/2023,184,22,38,60,-16,2.5170088327507556,2.7531514713765057
1968,PH Bible Student,5,There is a reason why this memory card has thousands of 5 star ratings. Good price and it works well.,09/02/2023,820,6,8,14,-2,4.533145491362714,4.766937798503438
1969,R. Tobias,1,I wanted a good sized SD card for my Android phone. This one was priced well and has been working without a glitch.,01/30/2023,580,6,17,23,-11,2.3714517775690966,4.38934373040104
1970,A.L,2,This is my first foray into the microSD card world. I bought this for my GoPro Hero3 white.Pros:- comes with an adapter for easy downloading.- simple to format right out of the box.- reads/writes just fine with no errors.Cons:- the adapter has no spring return like the devices you instert the card into - removing the card from the adapter can be a pain.Overall it's great and does what I need it to do.Hope that helps...,02/19/2023,805,0,45,45,-45,0.7127275957241941,3.248920598344135
1971,"RobbyB ""RobbyB""",3,"Works just as it should in my Lumia 810; no issues at all. The phone is not a particularly speed sensitive application for the card so I cannot comment on how well it works under stress. The phone doesn't complain, music plays nicely from the card, pictures are written to it without delays. The red and gray design looks different and interesting, even though no one will see it.",07/16/2023,850,17,35,52,-18,1.446461073154977,2.342474718928363
1972,R. Ludwig,4,"works great so far, but gopro filled the card pretty quick recording at 1080p. So I got a 64GB a week later.",01/14/2023,671,7,39,46,-32,3.360976828291239,3.645352078809983
1973,Jamie Vander Meer,4,"Works as I expected with ScanDisk. Installed and formatted in my Samsung galaxy note 3 with no issues. Once in the phone, the real amount of usable space is only 59GB just for reference.",09/09/2023,49,24,47,71,-23,0.5605790511138214,0.313579487550687
1974,RobbySkateboard,4,Would not work in my Samsung Galaxt Tab 2 7.0 3G that I purchased it for.  But it does work fine in my Asus TF700. So I swapped the cards between them and everythings's OK.  First time I've seen this with a Sandisk product.,03/07/2023,181,41,35,76,6,1.1587138383437106,4.723040983308159
1975,"Carey L. Eddins ""dsgnce""",5,This card is both small and large at the same time. It's micro size but high capacity are perfect and works well with my GoPrc Hero 3. Recording in 1080p is not an issue either. THe class 10 rating allows the GoPro to do its thing and the card is able to keep up with the high MB transfer rate.,05/17/2023,807,28,27,55,1,4.978885605354636,2.737897478023447
1976,"REN REN ""Ren""",4,"This card was great! I originally bought it because it was cheap for being a class 10 card and having 32GB of storage. No problems so far.Pros:Cheap, most other cards would cost a lot moreClass 10, 32GBFastWorks on smartphoneCon:None so far",02/20/2023,394,22,18,40,4,0.027672854565095606,2.5139522710475957
1977,mhogan,4,i bought this for my go pro and it works great. i can record 9 hours of video now. thats pretty sweat compared to 2 gb 19 minute videos.,01/25/2023,393,28,29,57,-1,0.7609165659828571,1.4541741327337065
1978,Colin Reynolds,3,"Never had a failure with SanDisk like other mfgrs.  I use this in my smartphone, comes with an SDHC adapter.  When smartphone makers stop including a micro-sd slot, I'll simply use this in my camera or laptop.",08/11/2023,348,0,37,37,-37,4.218429206301302,0.01694747384543782
1979,Erskine Mayers,1,Class 10 speed works great in my camera takes videos. Finally the price of these decent sized cards are coming down. Well pleased.,03/10/2023,476,14,14,28,0,0.506910116114872,0.30621596212958013
1980,goat,5,Using the SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter... with my samsung tab 2 7.0 and it performs well.,05/15/2023,141,14,43,57,-29,0.1682050279228181,1.3150422899168572
1981,vharmy,5,"Good price and working well. I used it for my Galaxy S3, S4, Note2 and Asus tf700, also purchased one for spare. Highly recommended.",02/12/2023,530,27,11,38,16,0.6065615192637669,2.7077312935264626
1982,Mark Hilgenberg,4,"I love this memory card!! I upgraded the memory on my phone from a 2gb stock card to this and, not only are the transfer rates from card to phone and back WAY faster, but the capacity is great!! I've now replaced my iPod with this because I can have all of my music on my phone as well as any games and I don't have to use iTunes to interface, just drag and drop. Oh, and it's waterproof. Like my phone. Just saying.",09/25/2023,652,35,1,36,34,3.467985943489112,0.4179015843260919
1983,M. C. Albury,3,I placed the SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card without the  Adapter in my Samsung HMX W200 Camcorder and it works great!,10/18/2023,584,41,8,49,33,4.965552659113915,4.860260044694989
1984,J. M.,2,"Performs as it is supposed to. 16gb is quite a lot of storage plus my Samsung Galaxy has 15 gb of internal memory for a total of 32 gb. That's plenty enough to store hundreds of hours of music,",02/27/2023,471,39,34,73,5,2.953177828973187,2.0548039145946353
1985,jmachado,4,Bought for use with my GroPro and this card allows my to video for as long as my batteries will allow.  Must have for a GoPro user!,12/07/2023,754,31,0,31,31,0.6215813452949343,1.5815873714368767
1986,Love Archos,4,"Has anyone ever had a DOA? The only chips I have ever lost were after some use, but SanDisk is a good brand",07/26/2023,773,45,45,90,0,0.9188938548061665,2.62598239942964
1987,Brent Bolinder,5,"Bought this memory card to work with myBarnes & Noble NOOK COLOR eBook Reader (WiFi Only)it added a much need memory boost to a already great product.  I am now able to transfer many more .pdf , .epub, and other files to my Nook.  Good job whoever made these things.",07/20/2023,263,12,30,42,-18,2.6884100427680835,0.32493296023989204
1988,gdfr15760,5,"Perfect card for my Galaxy S3 - lots of capacity at a decent price, and not a no-name brand either.",08/27/2023,143,20,27,47,-7,3.5782909359280834,4.252253367868147
1989,Samuel,4,"Works as expected and it was fast, I am hoping this survived being attached to the item it was bought for as it has met its end flying into a concrete wall - the android tablet it was attached to was suicidal oh well - would recommend to anyone - have fun..",04/28/2023,707,48,44,92,4,3.314560913870447,2.301385676056731
1990,"J. WU ""sector001""",5,"stores a lot of HD pictures and videos. no longer do i have issues with SD card errors and losing my data. i highly recommend anyone buy class 10 SD cards for their devices. have had this for 5 months, no issues.",12/05/2023,146,38,36,74,2,2.8736324916221805,0.8916770571798938
1991,Ale-B,3,SanDisk is the best brand to get for memory cards. I bought two of these little gems to go with my SanDisk Sansa Clip Zip and they work wonderfully.,09/11/2023,294,37,6,43,31,4.931348879131347,0.8086721472495612
1992,Phillip Clifton,2,My Galaxy S4 16 GB phone is now at 80 GB.  This will give me more than enough room for my music and then some.,08/13/2023,538,8,45,53,-37,0.9901697509324342,1.8047717686937608
1993,C. Simmons,2,Got this to expand the memory of my son's Go Pro camera.  It does the job for much less than the box stores had it for.,12/12/2023,509,19,15,34,4,0.8645199553473637,2.866814066549204
1994,mitch053,2,I had an old Class 4 Kingston card in my phone and the thing just dragged when transferring music or photos. I finally decided I had enough with Class 4 and went looking for a reliable Class 10 card. This SanDisk does the trick. Now music and photo transfers fly like the wind. I can move over a FLAC album in about 30 seconds to my Droid Razr MAXX with no interruptions like I had on my Class 4 card.,04/05/2023,422,19,49,68,-30,4.295306052091971,2.0845292896953755
1995,Lauren Glenn,4,The first unit I received had the dreaded defect where it would disconnect then reconnect which was super annoying. SanDisk has a very nice online warranty software in place and since it was a known issue they were speedy with a replacement. The new unit works perfectly and provides plenty of space. As a manufacture it was nice to be treated as I treat my customers from such a larger company.,11/26/2023,571,7,13,20,-6,1.4541086468426117,2.9839866920528997
1996,"Ali Etezadkhah ""Ali""",4,I have not had any problems with this product and it works as it is supposed to so I would buy again.,07/22/2023,564,13,32,45,-19,1.6626318858188522,3.527388724503738
1997,"Jordan Lee ""L.I.V.E.I.T""",4,"I was taking a tour in Hangzhou China and while I was shooting with my Canon 6D, the card out of sudden crashed. My camera won't recognize the card and it showed ""card reading error"". I had more than 2000 photos in it including the trip in Beijing and Xi'an. I was not able to cover those photos even with the common flash memory recovery softwares. I may have to send it to Sandisk subdivision LC Technologies to recover those photos, for the 64 gb they are asking for $325, regardless how much photos they can recover.Lesson learned: for important shoots, use 32 SDHC card, they are so far the most stable SD cards out there. I spent over $10K for this vacation and most of these valuable memories are gone. Thanks a lot Sandisk! I wish I could give negative stars if Amazon allowed me to.",04/23/2023,417,19,5,24,14,2.743340699971661,3.74244381170143
1998,Steven E Rosenstein,3,Bought This For My Samsung Galaxy S3Load It Up With Music And It Works FlawlesslyI'm Very Satisfied With This Card,03/12/2023,661,34,20,54,14,1.906373996431125,2.0047777979713164
1999,Clem,2,"No problems here, works perfectly fine just as expected. Threw it into my Surface Pro to get a little more storage capabilities (for music, media, etc.). Had to format to use which I didn't realize at first, but that's my fault for being an idiot in the first place. No complaints, fine product, would recommend.",10/30/2023,913,44,9,53,35,1.4382021591993484,3.585016557785485
2000,MichaelP,5,I placed the SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card without the  Adapter in my Samsung HMX W200 Camcorder and it works great!,10/30/2023,107,20,31,51,-11,4.585876306236845,0.7075217660437177
2001,P. Kuhn,5,What a bargain!  64GB of memory for all of your music and movies.  I bought this and the Galaxy S4 and couldn't be happier.  This much memory in an iPhone would cost an arm and leg.Comes with a SD size attachment so you can easily transfer files straight from your computer.,03/14/2023,318,40,5,45,35,0.6463710648433535,2.565481001417351
2002,Michael L,1,Writes & reads really fast. The card that came with my dash cam would pause about 11 seconds between files. With the Ultra there is only a one second pause. Now I won't be returning the dash cam. Highly recommend!,12/23/2023,59,40,1,41,39,2.021448917024873,0.36257358429984177
2003,"Horacio Villarreal ""Ecadese""",1,"I hate it, it worked fine for 2 months and the after those 2 months it started with problems, first, every once and a while was not recognized by my device, and now 4 months after, I have to pull it out and then place it again in every hour.....It might have been just my microSd problem.... But I wont purchase one of this ever again",03/06/2023,258,21,38,59,-17,0.014835293552454831,1.2205281514813198
2004,diosa,5,"Comes with a lifetime warranty.  Had one fail once, sent it back to SanDisk, they sent me a new one!I have been using SanDisk for years.  That was the only time one ever failed!!!",12/25/2023,960,42,48,90,-6,4.037268299828551,2.9159334474992376
2005,Leo,2,"I figured out why my old microSD card died on me.  When I plugged in my old Android phone at work, the antivirus software of my laptop wanted to scan the whole thing every time.  I was plugging it in to charge it, but the constant reads wore out the flash.  My new Android phone mounts as a CD drive (instead of the entire thing). I can only see the phone if I unmount my CD drive.  This is perfect for charging at work now.  Be careful with virus scanners if you have an Android phone that auto mounts your entire phone's Micro SD!",01/04/2023,793,5,26,31,-21,0.8420942304797457,3.7021034277096017
2006,Biomedted,4,"This is the second SanDisk micro SD that I've had to return due to some sort of error.  I am thinking I just have bad luck and hopefully 3rd time is the charm.During the time it was working properly, it seemed to be quick.",03/23/2023,425,43,13,56,30,3.8649499840794226,0.4765468169447612
2007,Joenathan,5,Bought this for my Samsung Galaxy S3 and it works perfectly.  Price was better than anything I could find in the stores locally.,03/27/2023,531,26,22,48,4,0.74301557239072,1.0353492337028842
2008,"Amazon Customer ""volleygod""",5,"I bought this to add storage to my 16GB GS4, which only ended up having around 10GB on arrival. The transfer speeds are great, I was able to copy my entire music library over in minutes!",04/27/2023,166,3,38,41,-35,2.0836942375880168,4.959491072645325
2009,Vista2020,1,"Works like it's suppose to, quick and efficient, stable and reasonably priced. So far so good, put it in the camera and go.",04/24/2023,25,3,20,23,-17,3.640924692514579,1.6882882171864222
2010,R. Wilson,2,"first off i got mine at wal-mart but i'm considering the 64GB version as of now but the 16GB card i have is really fast i've actually transferred all i can to it from my Galaxy SIII because for what ever reason it reads of the card faster than it does from the phones internal 16GB of memory?!?!? i've always used snadisk stuff everything from flash drives, sd cards, and now even a SSD! they make great stuff",01/06/2023,935,27,40,67,-13,1.3540440158740785,1.4202038353298967
2011,Ben Hilburn,5,i give this memory card a 5 star because it works like a charm easy to use plug and play. The packaging is easy to open so you don't have to worry about damaging the card itself . Slipped it right in my Samsung galaxy S-3 maxing out the card slot with this SanDisk 64gb but it only displays (59.47gb) its stable and fast works really good. didn't have to format anything or do any extra steps to use it. i recommend this to everyone,12/03/2023,4,26,29,55,-3,1.5695856280469611,0.4262854575615804
