Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
1934,"Lynn ""LS""",4,"Good price good quality, This card works perfectly for my video recorder as well as my Canon 500D. The class 10 really bust up the speed when you need to import the photo or video.",12/12/2021,623,43,7,50,36,2.201795987130976,2.24976892890425
1935,S. Gott,3,"We can't beat Class 10 flash memory speeds, at least for now.  This unit works assuringly F A S T and reliably ... for a reasonable price, too.  I have no hesitation in recommending it ... or buying the SanDisk brand, again.",10/20/2021,210,48,1,49,47,0.7123157404355429,0.6117287557866302
1936,Carlos Cruz,1,"Does everything it says without a hitch.  Works like a charm and reasonably priced, which makes it a good value too.",09/24/2021,513,33,14,47,19,3.203194606600613,1.887236429149871
1937,Hasan,4,No complains.  I have been using this card for a few weeks and have had no problems.  I am very pleased with it.,10/03/2021,58,10,33,43,-23,3.8647835617535446,0.682834633516502
1938,S. Kosari,5,"Its a memory card that simply worked when I plugged it in. Not the fastest, but not the most expensive.",06/24/2021,93,30,35,65,-5,3.1905476060197486,0.08319732100975141
1939,ENRIQUE CANTU,1,"Nice product,has plenty of space and is very quick and easy to use,it is also nice to have thereafter so you can use on many optional devices",04/06/2021,221,17,0,17,17,2.940273829234078,3.7577652817451312
1940,Gary Beck,2,What more can I say?I'm using it to double the memory of my Asus TF700 (from 32 to 64Gb) and this card has a good read/write performance and it's SanDisk!Recommended.,08/18/2021,723,22,20,42,2,1.1470599561730315,1.1921185024767778
1941,"KSamalik ""Kyle""",3,"Since I bought this card, I've been using it almost daily in my Hero 3 camera. The recordings are without any glitches so far.",07/10/2021,940,21,41,62,-20,3.2256852040962913,0.01003522919487021
1942,Damon Downing,2,"Received today and there was a surprise in the package.  It contained an adapter so the Micro SD card can be used in a traditional SD slot.  I don't need it, but I can see where it might come in handy if I want to transfer files directly to my laptop.Actually, I purchased this for a Samsung Galaxy Tab 3 - 8&#34; tablet which also has a USB port for attaching a flash drive or any other storage, so I could always transfer data that way. In any case, I don't expect any problems, but the Galaxy will not arrive until Monday.",02/13/2021,232,42,0,42,42,1.6742810728810598,4.362161787675725
1943,Harry Mohrmann,2,I put this in my tablet to store pictures and video. It does alot better than the class 4 I was using. Becuse I already had it in my junk drawer.,06/17/2021,774,17,31,48,-14,4.597794314066425,2.2189441924545292
1944,BK,1,Was worried about some articles saying to use 2 X 32gb cards instead but this 64gb card worked out fine for me but was scared when the camera got real hot the first time around.,06/28/2021,364,39,19,58,20,3.268600463799904,1.1942993981661258
1945,mrg1216,2,"Pros: Looks good, works fine until it starts acting up.Cons : Worked for 6-8 months in 2 Samsung S3 phones, and 3 months in a Samsung Galaxy Note 8. One by one they all died, became unreadable. Cannot format either. Just dead. Wasted.Sandisk did not post any disclaimers like don't bother to use this in a Samsung device.",04/25/2021,615,46,46,92,0,1.3908983835415134,1.3139498617770962
1946,Cave Dweller,4,The ability of something so small to hold so much information is somewhat overwhelming but true.I use this one in my DOD DashCam and it works great. Highly recommend to all.,07/23/2021,562,40,35,75,5,2.3646345468196506,1.2026894665252512
1947,Eric Preston,2,i bought this for my go pro and it works great. i can record 9 hours of video now. thats pretty sweat compared to 2 gb 19 minute videos.,03/10/2021,374,46,38,84,8,4.232906379425222,0.97278080594636
1948,"Mohamed Turkistani ""Rain is awesome.""",3,"Good price, excellent for my camcorder. The micro design was not required for my unit, but gives you flexibility for cell phones, etc. Good buy",07/30/2021,622,38,29,67,9,1.6773197559132376,4.206131122871482
1949,DMK,3,"As others have found, these cards do not last. Mine died in less than 2 months. Lost several photos that I had not backed up yet. The warranty replacement died within 3 months.Go with another brand. I've been using a Kingston and so far, 9 months later, still working.",07/26/2021,456,19,6,25,13,2.6272028507619054,0.8516581718493477
1950,Merissa,5,"64GB... I'm set for I don't know how long. I bought one for my Note 8 and my S3. I've loaded tons of pics and music and still have more than enough space to last me for a long, long, long time.Thank you Samsung for having your new devices able to read 64GB microSD cards.",01/26/2021,88,12,21,33,-9,3.398349866257613,2.8092734193969933
1951,Jo,3,"Installed this a few days after receiving my Galaxy Note III can stuff it with more music than most Ipods, and tons of movies.I've not had any problems, and it is fast!",08/28/2021,20,44,49,93,-5,3.7726466941337082,0.3866012233609367
1952,"rtrski ""Who, me?""",2,Love this SD Card. I have had such great results from it. I could not be happier with it. Love the price I was able to get this for. I have bought them before and will probably buy more. I don't think I will ever buy anything but the ULTRA series sd cards.,01/08/2021,14,0,44,44,-44,0.8694608753237243,4.747606880893001
1953,Israel Lopez Maldonado,3,"Bought this as an upgrade from having an 16 GB for my android phone, not that I need all the extra space but it's nice to have handy. This will accommodate more pictures and videos that I take with my phone and among other things without having to worry about running out of space, for now. Packaging was good. Arrived on time, having Amazon Prime, that's something you don't have to worry about.",02/13/2021,133,3,9,12,-6,2.8257615233864453,3.016569522229609
1954,Phillip Hankland,1,"Bought two, one for wife and one for self.  Great price and fills the bill.  Great expanded memory for my Samsung G-III andoid.",01/21/2021,937,23,7,30,16,4.560999502481007,4.515762556011466
1955,"J. Euell ""JE""",3,It is all you can expected for a 32GB SD card. I never tested the read/write speed but it never had a problem for music and videos.,08/04/2021,808,35,26,61,9,4.84179890754847,1.9893888973774758
1956,Jason Davis,4,"There is a lot of conflicting info on the we about whether cards larger than 32gb work in this phone. The phone specs say that it only supports up to 32gb. I put it in, formatted it and got 59.7 gb of usable space, which is exactly what you would expect. I have been using it for ~3 weeks now and it has worked perfectly. Good price too.",08/16/2021,34,35,9,44,26,3.280725212796791,4.053360283812057
1957,"Denny Crane, Esq.",1,Needed extra disk space in my surface pro 1. Put in this item and have had no problems since. Very good performance - similar to my SSD hard drive.,01/04/2021,892,44,13,57,31,4.918304020799928,4.268272397246556
1958,"Carlos Luna ""Chalymoon""",5,i give this memory card a 5 star because it works like a charm easy to use plug and play. The packaging is easy to open so you don't have to worry about damaging the card itself . Slipped it right in my Samsung galaxy S-3 maxing out the card slot with this SanDisk 64gb but it only displays (59.47gb) its stable and fast works really good. didn't have to format anything or do any extra steps to use it. i recommend this to everyone,04/09/2021,208,1,45,46,-44,2.8536762448807043,3.5147464558933494
1959,"John Shepard ""Shepard""",4,"I use it in my Sansa Clip Zip 8GB MP3 player and now I have 40GB for music.The included adapter allows me to remove the card from my player and add and subtract music using a standard card reader on my computer without having to plug in my MP3 player.When I'm done I slip the micro card back into the player, let the MP3 player refresh itself, and I'm good to go.This card is a class 10 unit so it's also good for expansion ports on Video cameras as well.-v-",04/16/2021,813,27,10,37,17,2.2130251489046664,0.46473733226853164
1960,Leo,2,"bought it for my z10. now i have 6 seasons of tv soaps, over 1000 hi res pics, several short home vids and my entire music library with room to spare",09/30/2021,199,25,5,30,20,2.7579372947412297,0.08040043202952984
1961,Dustin W. Scott,2,title pretty much covers it.bought it for my GoPro - with free 2 day delivery (with membership) and the price it was a no-brainer,12/05/2021,592,22,20,42,2,0.5785619713176104,0.842798360281109
1962,Carrie P Baer,2,"I have had this micro-SDHC card for about 4 months now and I have had no problems with it. I had previously been using a similar 32 GB card in my HTC Evo, but upgraded to 64 GB when I got the Samsung Galaxy S4. I've noticed no issues with speed or reliability.",06/08/2021,583,14,32,46,-18,2.008579598426939,0.5904837848333921
1963,juvinao,4,"Sandisc makes awesome products. If you have a digital camera/camcorder you should only use Sandisc Class 10 memory cards. They are reliable, tough and work flawlessly. Best value for your money!!!",12/08/2021,155,35,18,53,17,2.2920252651526436,3.6256883209992186
1964,Paul Ruff,4,Ordered this one because my 2GB finally wasn't enough storage and I thought I could use the extra GB for future use. SD card is legit and does very well! Definitely recommended.,02/15/2021,590,26,38,64,-12,4.243138993604891,2.7850341034467134
1965,Owen West,4,Bought it for my Surface Pro. I've had it in there for a few months and I've had no problems. Very fast and stable.,11/12/2021,78,5,23,28,-18,3.793242963712236,2.629754322728029
1966,"Amazon Customer ""veilance""",1,"This is necessary because you need space storage in your phone, and with this microsd card i have 64GB its perfect",05/09/2021,172,34,17,51,17,3.0071329261240036,1.2643365016407027
1967,George Benz and Pauline Doyle,1,Perfect for our GoPro.  We haven't &#34;maxed&#34; it out yet so I'm not sure how much video it will hold but we've been using it for a while now & haven't had any issues with it getting full fast.,01/26/2021,289,38,34,72,4,1.7363861743813498,0.7730376836852082
1968,Eric,2,This is the best in its kind... works really fast. beside I like the color of this micro sd card,08/22/2021,545,37,42,79,-5,0.9351729284632854,1.0327398488444794
1969,Sean,3,"this sd card died shortly after i got it, but sandisk's RMA policy is so awesome i had a new sd card within 2 days.the new card is fine and  this was one of the best return experiences i've had.",03/27/2021,812,34,36,70,-2,1.7388251045731395,2.0013850370724007
1970,"Patrice Lumarque ""mastapat""",2,"the product works after several months. i have no problems with it, and its holding out well! thank you very much",01/03/2021,788,35,18,53,17,3.3990203547956592,3.7007160338047647
1971,cmoisuperlea,5,"this little card is great for all kinds of use, with quick write times and plenty of space. works like a dream in my phone.",01/22/2021,879,9,23,32,-14,1.3151889954251654,1.2725830826823499
1972,"Juan P. Bretti Mandarano ""Juan Pedro""",1,I wanted extra storage for my phone and this 16 GB is a perfect fit and the price was quite reasonable plus it comes from a quality manufacture of memory products.,01/26/2021,420,29,33,62,-4,2.1344334785458297,3.493065006293601
1973,"Gary Green ""Going Green""",4,"i am not always giving out good comment. But this is perfect, you know , perfect!maybe because of the size... no mistake will happen.",07/04/2021,7,40,21,61,19,1.9338511744084101,2.4575591020242173
1974,Martin Martinez,1,"Just got a new Razor Max HD with 32 GB and wanted to add more memory, paid a few more bucks for Sandisk and it's always worth it!  The phone recognized the additional memory and I'm good to go with 64 GB now.",12/08/2021,160,37,3,40,34,3.827950318955301,4.427204242553965
1975,seannybboi,4,"Works great with my Contour camera's.  I can film 1080p/30fps mp4's with no problems using these cards.  Also, the 32GB means the battery dies before the card fills up.  If you're looking for a high capacity micro-SD card then look no further.",09/03/2021,240,28,9,37,19,4.4189353113007215,1.164572804445167
1976,"RB ""ShogunX""",5,"Moved all my 7.9 gigs of data from one SD card to this one and now I have plenty of room/storage on my phone.  I downloaded everything to my PC from my 8gig SD card, installed this one and then re-loaded my data to this 32gig SD card.  No complaints.",01/21/2021,963,42,1,43,41,3.496854784054885,2.2542834130880447
1977,"D. T. Harker ""Dan""",5,Works fine on my android phone..seems fast when transferring from the computer..but with could be faster still..don't know if there is anything faster..so I am happy with it..would recommend,09/09/2021,423,38,7,45,31,1.7080113046651708,0.48332383582835536
1978,setzco,1,"great price especially for the size and speed, this maxed out my Note 2 smartphone and I am very pleased with the speed of delivery and the cost.",03/27/2021,989,49,32,81,17,2.165885244879436,1.6757657131116033
1979,D. Noonan,4,"I've never had a defective SanDisk SD card and this is no exception. They are well built and quality control is wonderful. I am especially sold on the 10 speed class and would highly recommend this for any type of media; books, movies, music, etc.",09/05/2021,536,3,37,40,-34,0.7167507702686071,2.534402220161015
1980,delbert,5,"I got to of these cards:-  One in a Samsung Galaxy S3 => No problem so far.- One in my Asus tablet => No problem so far.Plenty of space, fast, format without a glitch. I will keep buying this product as needed until better comes on the market.",09/15/2021,726,4,42,46,-38,0.8404872388330492,3.663701071678962
1981,Asone Hawaii,2,"I bought this for my new samsung galaxy s 4, and the first one I ordered produced formatting issues on my phone every time I rebooted. I looked online and found a number of these got recalled (or something) at one point, and some didn't but just don't work.I returned it for a replacement and the replacement has worked fine in my phone with constant use. I'm on month 4 with no issues.",12/13/2021,70,3,27,30,-24,0.821462837632575,0.9903856002931588
1982,AMAZON,2,"I only ever use SanDisk and have never had a problem, This is for my Wife's new 1st smartphone, so needed a class 10 and Amazon always has the best price, either in the US or Amazon UK",07/04/2021,880,35,9,44,26,0.652931787806551,1.0904606420323293
1983,"Kenneth ""kennethiriarte""",4,"I purchased this for my Wandboard Quad.  I loaded the Wandboard provided Android 4.2.2 image and have had zero issues.  As the OS boots and runs from this card, it boots pretty quickly (though not as quickly as if it were booting from eMMC), and runs smoothly once at the Android launcher.",10/23/2021,216,44,44,88,0,0.8979061425456508,3.1578892026052467
1984,chaik george,1,"This was purchased to capture video with a GoPro Hero3, and so far it has performed splendidly. HD video takes up a ton of space, but this card will still hold quite a bit of it. Downloading is pretty quick and easy thanks to Class 10 speed.",04/09/2021,104,15,0,15,15,1.0134410128917881,1.912288917271558
1985,Betsy Lescosky,5,"Excellent product, comes with an full size SD card adapter. I consistently got 10MBps writes and 32 MBps reads. (note its MBps not Mbps). Highly recommended.",12/27/2021,727,24,33,57,-9,0.5592297189881645,2.410474336161739
1986,Beetho,1,"Fast card, reliable performance.  Got this card for my Galaxy S3, no compatibility issues.  Would buy again for in a heart beat.",09/09/2021,54,13,2,15,11,3.201303609421135,4.1806743438937035
1987,SuperSumoYakuza,2,I love this. I am using it to add additional storage space to my MB AIR together with the minidrive. I may not have comparable speed to an actual SSD but for audio files and photos it is good.,12/15/2021,806,10,8,18,2,4.952007672910998,2.4954165053226256
1988,Torako,5,"I have this regularly plugged into my ASUS Transformer TF300T tablet as extra storage. But with the included adapter I can also plug it into my laptop. So I use it as a sort of &#34;sneaker-net&#34;, allowing me to move 30 GB of data to what ever I am using at the time. It is filled mostly with pictures and movies. The speed of this makes it convenient for transferring large amounts of data. I'll be buying another one of these in the near future.",11/01/2021,330,28,4,32,24,4.3959337232612805,3.2624969030458555
1989,"Kenneth Lyons ""lroar""",1,"I love SanDisk storage and got this for my tablet's MicroSD slot -- it works flawlessly and doubled my tablet's storage with no fuss. The performance has been snappy enough for my needs and I can copy things into and off of it very easily. Since ASUS tablets are known to slow down if their main storage gets too full, this is really useful for giving me a place to offload things to, like apps that I don't want to download again but want to keep on hand, media files, my ebook collection, more music, etc.",08/29/2021,848,33,41,74,-8,0.22801361913043106,3.283875208299861
1990,MAD MAX,3,"Works great, low cost, fast, and the bright red makes it easier to find when it gets dropped or misplaced. SanDisk is usually my go to brand for removable media.",03/13/2021,203,21,9,30,12,2.115294045983624,4.018059714780091
1991,Casper Chauncey,4,Good price at the time of purchase. Used this on my pda/cellphone device. Has been working without any problems ever since purchased (about 8 months now).,02/18/2021,288,13,11,24,2,4.2965528961638615,3.190697442455121
1992,Patrick Petitjean,4,"and the price is economical for the size it is, purchased this for my GO-Pro HD cam, works great adn the adapter allows me to instantly transfer the movies and pics to my computer.",09/28/2021,45,23,17,40,6,0.6733740899599822,0.32404912826931254
1993,E Wright,3,"Great value, plenty of storage for both my phone & tablet!  I looked around and this is a really good deal.",11/03/2021,829,38,20,58,18,4.238225733260213,1.7108649134342007
1994,Brian McL,2,"I purchased this card to be inserted into my new Blackberry Z10 smartphone. at first the card wasn't recognized, but after formatting from exFat to NTFS (I know, I know, the warnings told me that hell would open up and eat me if I did this, but im not scared at all) it worked flawlessly.  would buy (and reformat) again",07/15/2021,198,25,20,45,5,2.9635031891894963,4.94658091754605
1995,Mark Niebergall,5,working fine in Hero3 black edition. I've put several hours of shooting on the card. read speeds when dumping the card also seem good in pcie34 card reader in laptop. just wish they weren't so small !,04/30/2021,216,42,0,42,42,4.656492762980559,0.9825514440395938
1996,Bryan Minos,4,Works fine with photo shooting and video recording in EOS camera with the SD adapter. Perfect for tablet and phone memory.,10/04/2021,481,35,2,37,33,4.380195571322126,2.933645392073443
1997,Denver H. A. Walker,3,"This is one of those basic items that usually just work. In my case, I received one that just did not work. A couple of weeks ago, my phone reported an error and so I reformatted the card and transferred my music back onto it. Unfortunately it failed again two days ago and it won't even format now. I have had good luck with SanDisk before, but this one was not a good experience.",11/17/2021,309,38,4,42,34,3.3851716102935874,4.2147031993863076
1998,"Gregory P. Alford ""Senior Consultant""",3,"Installed this in an LG smartphone without incident and it has been working without as hitch ever since.  More words cannot express my lack of emotion for it, but they do make the review long enough to qualify.",04/05/2021,896,15,24,39,-9,3.2891132993634775,2.93279280373677
1999,Will,2,"Get a fast card for your gadgets, this is a class 10.  Higher the number the faster the read/write it is and sandisk is a well know reputable name.  I would avoid the cheap junk as if it fails then you've lost what's on the card most likely!",08/29/2021,435,37,48,85,-11,1.0658210119595406,1.8613512906333862
2000,brooklou,2,"Works great. Got it quickly, it was well packed, plugged it in an it's been working fine since. Only been a month so can speak to long term reliability. Will buy another one soon.",09/26/2021,332,31,7,38,24,0.5837648357900427,0.40114281358852866
2001,James DeMichael,1,"What can you say about a chip? It works, it's fast and has been trouble free. A great product at a great price.",03/11/2021,696,5,16,21,-11,2.0769671498439917,1.8083245126804748
2002,lhobbs4,4,"SanDisk is well known for their microsd cards. I placed one of these 64GB cards in my Galaxy Note II and love all the extra storage on my phone for video, music, work docs, etc. Haven't had any issues with the card thus far and it has been working great in my Note II.",06/29/2021,27,33,8,41,25,0.9329001974656237,0.9103375578714479
2003,"Hien Nguyen ""scatterbrained""",1,I got it when it was on sale (66% off list price!) and already it has paid for itself.  I'm glad to be able to have more memory for my tablet and am very happy that it comes with and SD card adaptor so that I can transfer pictures straight from my camera to my table.,07/25/2021,166,7,31,38,-24,0.5120835883887948,4.8043140814099
2004,DogLovingFool,3,after 3 months would not read at all. Used all sorts of card readers and computers and internals went completely dead. Strange for a product from this company but i guess it happens. May not happen to you but since it's a high capacity would that mean it's more susceptible to becoming corrupted? Would not buy again. (maybe a 16gb),05/05/2021,318,29,5,34,24,1.5116336663644674,3.575159207791432
2005,Nick Kniveton,5,"I am hoping that I received a defective product and that my experience is rare, but this product did not work as intended. I was replacing another 32G micro sd card thinking that, because this is a Class 10 rated product, it would be faster. It never worked correctly. It kept dismounting unexpectedly, losing data, and was just not worth the money AT ALL! I ended up using my slower rated product which has worked reliably since the day I bought it. I only wish this product had done the same.",07/05/2021,274,26,48,74,-22,4.3024497139832425,3.746915771799311
2006,IM John Galt,5,"this sd card died shortly after i got it, but sandisk's RMA policy is so awesome i had a new sd card within 2 days.the new card is fine and  this was one of the best return experiences i've had.",11/18/2021,383,6,39,45,-33,0.08574077009180614,2.1798463300018907
2007,Kevin Burton,2,"I can storage a lot on this little thing, lots of videos, lots of pictures. And it's great that I can just take it from my tablet and insert it again on my phone. Also, with a SD adapter, I can place it on my camera and there's no significant speed loss, I mean, I didn't notice anything.",08/28/2021,365,26,20,46,6,1.4631884086108782,0.5498241406585308
2008,D. Hamlett,5,I am only giving this product 3 stars becuse I purchased this one as a replacement for a SanDisk micro SD card that kept having problems with.  I finally got tired of losing my data and ponied up the $20 odd dollars to just replace the darn thing.,11/16/2021,103,24,6,30,18,2.1202609260724614,1.333582430836605
2009,Roxy,5,"spoke with customer service had it replaced 3 times, card had problems all of the times, they were all the time looking for ways to get out of the warranty until they decided i did something which obviously wasn't the problem because it happened 3 times with the previous cards, basically look into other companies that honer their warranties,very sad usually very good cards,they kept saying that Samsung updated the software and they update it in ways that it wont match the Sandisk cards.??",05/17/2021,960,45,6,51,39,2.552848748076433,1.2985555203316506
2010,linuxpng,5,I bought this micro card to use in a security camera for continuous recording. It works perfectly and is the ideal size for all night surveillance. The San Disk name offers confidence in quality.,05/19/2021,503,40,46,86,-6,0.9078875419149463,2.4338967540077183
2011,Edward M.,3,I bought this memory card for my Samsung Note 10.1. i amis really happy about it and i am recommending this product & am very pleased about it.,10/27/2021,845,14,38,52,-24,4.821100999190156,2.3048989334667858
2012,Resistance is Futile!,5,I bought it to expand the memory on a cheap Android tablet. It is recognized and works fine. No problems.,07/26/2021,373,24,26,50,-2,2.8943652178609476,2.167041086859202
2013,Philip,5,This is a great up grade for me. I use it for my tablet and it gives me lots of extra storage. I would recommend to anyone.,04/29/2021,616,21,7,28,14,2.6105527352852205,2.4798873334637053
2014,Ladychaos1,5,"I was working with a three of these cards using the included adapter, and thought they were slower than they should be.  I just bought a full size Sandisk Ultra 16GB class 10 (all the same specs except size theoretically) for a different project, and it writes over twice as fast on the same computer! The write speed on this card is between 7 and 10 MB/s, the read seems to be 35MB/s, compared to the full size card with write speed of 22 to 25MB/s and a read speed of 42MB/s (this is from an imaging program, not a benchmark program, so it's not checking different sizes of transfer and the like).  Compare that with a Transcend 4 GB Class 4 card, the write speed is nearly identical (7 to 9MB/s), while the read speed on the class four is 12 to 13MB/s, significantly slower, as expected.The read speed is good, but the write speed is abysmal!  If it says ""Class 10"", it should be somewhat close to the Class 10 spec.I'm returning them.",09/28/2021,926,17,8,25,9,0.04411294465170579,4.935115409907375
2015,"J. Wright ""progypsy""",1,Unable to read.It says it's blank.It then prompts to format or cancel.I clicked Format but Unable to Format.,12/09/2021,245,11,27,38,-16,2.428576896980035,1.4917681532644167
2016,seannybboi,3,"I'm not quite sure how to review a memory card, but here it goes... I got the 32gb version and it works perfectly with my galaxy tab 2 7.0...and that's about it haha. the amazon frustration free package was pretty nice and i also liked the little plastic case and micro sd to sd converter it brought.",09/14/2021,817,22,14,36,8,4.188353147275921,3.076345801717938
2017,Shawn,2,"Still working with no problems so far, so it seems to be reliable. Not sure what else to say, but they want more words.",04/09/2021,169,44,1,45,43,1.0982227152562136,1.1975387202015242
2018,"CJ ""Cindy""",1,"failed in one month.  Sandisk very promptly replaced, great customer service, and the new card seems to work ok.  I have read that there are some problems with the galaxy s3 so it may not have been the memory module's fault it failed.",10/02/2021,628,38,6,44,32,1.756037841932065,2.33303132963091
2019,Thomas,4,"Worked in my Galaxy S4, didn't have to do any crazy formatting.  I popped it in and it was detected.",04/22/2021,653,24,46,70,-22,0.10285732343847775,1.0002461657318746
2020,Vlad,3,this sd card is very compatible with samsung galaxy s4I recomended it to all galaxy s4 owners &#62;&#62;&#62;&#62;regards,09/11/2021,418,9,17,26,-8,4.884637571168976,2.7909611764987883
2021,Dustin W. Scott,3,"PROS.1.-Bigest memory in a microSD card (64 GB).2.-You have to FORMAT it with a modern device, if not you'll have only 32GB. If you format it with a modern device you'll have 60GB (the 64GB is impossible, or at leats I couldn't).3.-Even if your device says ""maximum microSd memory 32GB"", this memory 64 GB card can works. I tested on Samsung Galaxy Player 5.0, Galaxy SII and SIII, Galaxy Note II (phone), Galaxy Note 10.1 (Tablet) and on all Asus Transformer. It works fast and perfectly in all of them.CONS.1.- Just the price but you already have plenty of offers. I waited patiently and finally I bought it for $49.9 (incredible!)",05/02/2021,356,29,21,50,8,0.33325898564020406,1.3250589324183375
2022,P. Karl,4,Ordered this to go with the tablet I ordered for my fiance. It works well and she loves her tablet!,09/09/2021,478,9,49,58,-40,4.491105619547847,0.1839445835941539
2023,MoonDogg,4,"I waited and waited to see this on the lightning deals, and I finally got it. It cost under $25.00, and I haven't found it cheaper since.",07/26/2021,125,33,9,42,24,1.5649385709022734,4.0763554573641
2024,ASHEL S HUSTON,4,I bought this card for my Phone. It gave me the extra storage for my pictures and video that I needed.,01/12/2021,537,45,49,94,-4,2.9377820099293928,0.6412755606020876
2025,Lynn,2,Works great in the GO PRO. too big for my PC to recognize it in the adapter  though with Windows XP. Have not tried 8 yet.,11/30/2021,706,12,32,44,-20,3.396577699830017,1.8401939955845281
2026,richard smith,5,I bought this for my Samsung galaxy s4. I don't know if it is my phone or the card but my phone says it was unexpectedly removed from time to time. My wife's phone doesn't do it as often but still does it. Very fast but unreliable. I have had many sandisk before and this is the only one I have had problems with. I have read that there were some that were poorly made. Thinking I will send it back and give it another chance.,03/24/2021,896,28,6,34,22,0.7041458371555726,2.3858880455560145
2027,The Most Toys Wins,3,Yee so this is the maximum space allowed in the gopros to my knowledge. The older versions like the Hero 3 are the larger SD cards but now the micro SD cards are allowed. Great price and great quality for those HD pictures and movies. Get it.,11/05/2021,612,37,2,39,35,2.2187968889016774,2.162400002109637
2028,Luis R.,5,"Arrived earlier than expected. Been using it about a month now. Easy installation into my LG Optimus G Pro. $50 for 50-something more gigs, deal.",12/23/2021,402,40,13,53,27,1.6273305012332118,3.6283288184500453
2029,techmikef,5,"I recently switched over from an iPhone to a S4 and I'm trying to get used to the lack of on board memory.  This card works well for me because most of my memory is used on pictures.  I'm still working my way around the actual phone and memory, but this serves me well.",11/08/2021,517,44,43,87,1,0.2830123280273267,2.9838829796547217
2030,"Francis L. Moore ""Pete Moore""",4,"If you need anything else out of it, I'm not sure what to tell you.  Transfer speeds are quick from the phone over usb to the computer.",11/17/2021,531,8,45,53,-37,4.1659682719659035,1.4768559135374297
2031,A to Z Guarantee,2,This is one of the best. Bought it for my phone and works awesome. All the songs are now on this SD.,01/09/2021,682,12,35,47,-23,0.22583878248738865,0.25851499920335086
2032,"John F. Mcdonnell ""irishgyrene""",1,I use this card in my smartphone and it works great. It's fast and roomy (I got the 16GB version) enough to store all the music and video I need. It was immediately recognized by my Samsung smartphone when I put it in about 6 months ago and I've had no reason to take it out ever since.,12/19/2021,786,36,12,48,24,3.2662897974193337,3.8379755912658813
2033,Diane R Case,2,"I put this micro-SD card in my Note II phone, and I have had a seamless experience with it.  Programs that are on the card operate as quickly and flawlessly as those that are on my phone's memory.  It will hold dozens of programs, and gives me all the expandibility that I will need (unless I start collecting HD movies on my phone!).  This card seems to be designed specifically for smartphones, and does its job very well.  Recommended.",07/24/2021,254,13,15,28,-2,1.570386882099235,1.7626356333921085
2034,mrg1216,5,"I purchased this to go into an external wireless connect drive that is made by the same manufacturer. Other than having to format it differently than the default (a very simple process), I have not experienced any issues with it.",05/24/2021,121,36,15,51,21,0.960646636009333,4.4486237049998465
2035,Jo Creyf,2,"i still own it but card went bad after 2 weeks of owning it, lost tons of music and data ect and lost all faith in sandisk products. i tried to get it replaced or money back but no return email from seller, so unhappy i lost over 20gigs of movies/music and data. wish there would have been a reply from seller or amazon but i still have a dead sdcard with all my files stuck on it.",03/31/2021,32,8,4,12,4,3.3354302566777267,1.975283868016252
2036,"Andrew Chan ""andrew chan""",4,I have had a few different brands of SD card's and I keep coming back to Sandisk. The price and quality is great.,01/05/2021,661,7,24,31,-17,2.872688572631029,3.5882930306885363
2037,"MD ""MD""",1,Great Micro SD access is quick and it works awesome for my phone. The price is also a plus. I would definitely recommend this product.,03/20/2021,778,38,37,75,1,1.5762812868741494,4.697823516173396
2038,Benjamin P.,4,"There is no question about Sandisk, and their continued innovation with really keeping storage from any computer for those on the go. With any need for electronic files, or music or games securely stored and protected from computer to phones and MP3 Players and tablets, Micro SD Cards are becoming a increased need for laptops and computer needs. Sandisk has made several products through time, and they have continued to get better with innovation. Their Ultra Micro SDHC memory card handles very well. It works nicely with storing all my media files into one convient package. I like it because I can safely have all my MP3 files, in this card and play them with my Sandisk MP3 Player nicely. This is definitely a good buy for anyone that really wants a bit of extra space. I definitely recommend this Micro SD memory card for all the extra storage space.Price: BConvience: B+Overall: B 1/2+",02/22/2021,37,39,37,76,2,2.564803741296196,3.255762253177399
2039,JustinK,1,"And I hope I never do! Because of the price point and my past experience, these are usually the memory cards I go to first. I've never been let down yet.",02/25/2021,689,2,49,51,-47,1.2311855060310473,2.067444566987524
2040,GeoP,5,"using card in a Sony action cam,  records perfect, very happy with card and adapter.  no problems.  reads and writes good",05/30/2021,342,46,37,83,9,4.318482295013461,2.836996343929714
2041,Mark Spomer,1,"purchased in Florida so the price was just fab, the card is excellent and very fast with my Gopro hero 3 and an absolute must",11/08/2021,13,39,38,77,1,1.5690939016358079,2.717225942709463
2042,itsjustme,1,"I bought this to expand storage in my Samsung Galaxy Reverb.  I was getting 8-10 MB/s transfer speed while transferring MP3s on my commodity SD card reader (Kodak brand, $10-$15 at any supermarket electronics section).  It is worth noting that UHS-1 cards basically revert to class 10 if your hardware isn't UHS-1 compatible.I've been using the card for a month or so and have never had trouble with it - no read errors, no mount errors, no bad sectors.I got mine on a Black Friday sale, so the value was great.  Do some price shopping - if the price is good, you can't go wrong with this if you want a big micro SD card.  As usual, Sandisk is a good way to go.",05/17/2021,183,32,47,79,-15,1.225765147757657,2.924100183266814
